geoid,state,county,borough,tract,name,population,commuters,median_income,area_sqkm,pop_density,commuter_ratio,centroid_lat,centroid_lon,bbox_min_lat,bbox_min_lon,bbox_max_lat,bbox_max_lon
360050396003,36,000,Unknown,039600,Block Group 3,0,0,0,0.066737,0.0,0.0,40.884179,-73.860781,40.88266499975586,-73.86280299978549,40.88569299998262,-73.85875999979696
360050396004,36,000,Unknown,039600,Block Group 4,0,0,0,0.044541,0.0,0.0,40.885937,-73.859813,40.88477700009289,-73.86164000039447,40.88709700026331,-73.85798599967006
36005039700,36,005,Bronx,039700,Census Tract 397; Bronx County; New York,3771,828,35493,0.0,0.0,0.2196,,,,,,
360050397001,36,000,Unknown,039700,Block Group 1,0,0,0,0.498691,0.0,0.0,40.862125,-73.88598,40.8569919999674,-73.89144699983686,40.86725799977455,-73.88051399977256
360050397002,36,000,Unknown,039700,Block Group 2,0,0,0,0.026257,0.0,0.0,40.863194,-73.889968,40.86163399971512,-73.89181500008287,40.86475399985182,-73.88812199989871
36005039800,36,005,Bronx,039800,Census Tract 398; Bronx County; New York,3802,1516,51629,0.0,0.0,0.3987,,,,,,
360050398001,36,000,Unknown,039800,Block Group 1,0,0,0,0.100185,0.0,0.0,40.882269,-73.852144,40.88014000028523,-73.85455399960182,40.8843980001671,-73.84973499983657
360050398002,36,000,Unknown,039800,Block Group 2,0,0,0,0.059873,0.0,0.0,40.882404,-73.855149,40.880947000069725,-73.85705599990756,40.883860999749324,-73.85324300007281
360050398003,36,000,Unknown,039800,Block Group 3,0,0,0,0.041683,0.0,0.0,40.884146,-73.854128,40.88302000030701,-73.85588400029572,40.88527099976083,-73.85237100003661
36005039901,36,005,Bronx,039901,Census Tract 399.01; Bronx County; New York,5120,1991,39524,0.0,0.0,0.3889,,,,,,
360050399011,36,000,Unknown,039901,Block Group 1,0,0,0,0.043191,0.0,0.0,40.863108,-73.895314,40.86192600021168,-73.8970680002164,40.86428999983679,-73.89355900015525
360050399012,36,000,Unknown,039901,Block Group 2,0,0,0,0.020238,0.0,0.0,40.863233,-73.892436,40.86183299975582,-73.89355900015525,40.86463300025052,-73.89131200011764
360050399013,36,000,Unknown,039901,Block Group 3,0,0,0,0.027065,0.0,0.0,40.862975,-73.891507,40.861817000204795,-73.8928519999755,40.86413199994183,-73.8901610004222
360050399014,36,000,Unknown,039901,Block Group 4,0,0,0,0.036929,0.0,0.0,40.864626,-73.894268,40.86318400012946,-73.89577699988055,40.86606700002841,-73.892759999914
360050399015,36,000,Unknown,039901,Block Group 5,0,0,0,0.024142,0.0,0.0,40.863474,-73.893154,40.86192600021168,-73.89417599992332,40.86502099996964,-73.89213200027528
36005039902,36,005,Bronx,039902,Census Tract 399.02; Bronx County; New York,5589,2374,50534,0.0,0.0,0.4248,,,,,,
360050399021,36,000,Unknown,039902,Block Group 1,0,0,0,0.047088,0.0,0.0,40.86097,-73.893411,40.859874000264575,-73.89537600002257,40.862065000284275,-73.89144699983686
360050399022,36,000,Unknown,039902,Block Group 2,0,0,0,0.009742,0.0,0.0,40.859611,-73.893955,40.85894200022278,-73.89469399995717,40.860279000015126,-73.89321500019867
360050399023,36,000,Unknown,039902,Block Group 3,0,0,0,0.025714,0.0,0.0,40.859441,-73.895202,40.85813899966922,-73.89636299968647,40.8607439996694,-73.89404200002902
360050399024,36,000,Unknown,039902,Block Group 4,0,0,0,0.013872,0.0,0.0,40.861501,-73.895625,40.8607439996694,-73.89642499961076,40.86225800008713,-73.89482500037674
