geoid,name,county,tract,population,commuters,median_income
36047028501,Census Tract 285.01; Kings County; New York,047,028501,459,318,55192
36047028502,Census Tract 285.02; Kings County; New York,047,028502,3451,1042,34659
36047028600,Census Tract 286; Kings County; New York,047,028600,5581,1995,45918
36047028700,Census Tract 287; Kings County; New York,047,028700,3151,1552,58247
36047028800,Census Tract 288; Kings County; New York,047,028800,3150,1462,58000
36047028900,Census Tract 289; Kings County; New York,047,028900,3678,1954,42456
36047029000,Census Tract 290; Kings County; New York,047,029000,3232,1054,55545
36047029100,Census Tract 291; Kings County; New York,047,029100,3599,2239,101719
36047029200,Census Tract 292; Kings County; New York,047,029200,2717,1058,45708
36047029300,Census Tract 293; Kings County; New York,047,029300,3572,1458,52361
36047029400,Census Tract 294; Kings County; New York,047,029400,2587,850,82784
36047029500,Census Tract 295; Kings County; New York,047,029500,4198,2321,100750
36047029600,Census Tract 296; Kings County; New York,047,029600,6101,2624,58407
36047029700,Census Tract 297; Kings County; New York,047,029700,4725,2143,86225
36047029800,Census Tract 298; Kings County; New York,047,029800,4183,1670,55214
36047029900,Census Tract 299; Kings County; New York,047,029900,2578,985,66989
36047030000,Census Tract 300; Kings County; New York,047,030000,4283,1741,52279
36047030100,Census Tract 301; Kings County; New York,047,030100,3172,1549,110938
36047030200,Census Tract 302; Kings County; New York,047,030200,4052,1828,83068
36047030300,Census Tract 303; Kings County; New York,047,030300,4931,1812,35679
36047030400,Census Tract 304; Kings County; New York,047,030400,4150,1683,53693
36047030500,Census Tract 305; Kings County; New York,047,030500,7457,4757,127313
36047030600,Census Tract 306; Kings County; New York,047,030600,1950,769,55278
36047030700,Census Tract 307; Kings County; New York,047,030700,6297,2293,42902
36047030800,Census Tract 308; Kings County; New York,047,030800,1905,913,64545
36047030900,Census Tract 309; Kings County; New York,047,030900,2671,997,67969
36047031100,Census Tract 311; Kings County; New York,047,031100,2825,1503,82726
36047031300,Census Tract 313; Kings County; New York,047,031300,5054,2644,98828
36047031401,Census Tract 314.01; Kings County; New York,047,031401,5223,2356,81643
36047031402,Census Tract 314.02; Kings County; New York,047,031402,0,0,0
36047031500,Census Tract 315; Kings County; New York,047,031500,5316,3546,88200
36047031701,Census Tract 317.01; Kings County; New York,047,031701,4558,2769,104056
36047031702,Census Tract 317.02; Kings County; New York,047,031702,3918,2370,107106
36047031900,Census Tract 319; Kings County; New York,047,031900,3175,1438,89468
36047032100,Census Tract 321; Kings County; New York,047,032100,5168,2838,73949
36047032300,Census Tract 323; Kings County; New York,047,032300,3256,1631,72353
36047032500,Census Tract 325; Kings County; New York,047,032500,6119,3189,86282
36047032600,Census Tract 326; Kings County; New York,047,032600,8110,2554,37183
36047032700,Census Tract 327; Kings County; New York,047,032700,2687,1439,68611
36047032800,Census Tract 328; Kings County; New York,047,032800,2917,975,45603
36047032900,Census Tract 329; Kings County; New York,047,032900,6033,2428,92769
36047033000,Census Tract 330; Kings County; New York,047,033000,4774,1050,20329
36047033100,Census Tract 331; Kings County; New York,047,033100,4192,1694,48306
36047033300,Census Tract 333; Kings County; New York,047,033300,4802,1629,74115
36047033500,Census Tract 335; Kings County; New York,047,033500,3221,1286,80833
36047033600,Census Tract 336; Kings County; New York,047,033600,5269,2070,83833
36047033701,Census Tract 337.01; Kings County; New York,047,033701,2710,1067,61456
36047033702,Census Tract 337.02; Kings County; New York,047,033702,1750,503,74318
36047033900,Census Tract 339; Kings County; New York,047,033900,4816,2259,44947
36047034000,Census Tract 340; Kings County; New York,047,034000,2071,313,30194
36047034100,Census Tract 341; Kings County; New York,047,034100,2991,1385,81116
36047034200,Census Tract 342; Kings County; New York,047,034200,6735,1270,20706
36047034300,Census Tract 343; Kings County; New York,047,034300,4726,1279,25083
36047034500,Census Tract 345; Kings County; New York,047,034500,2661,1550,55774
36047034700,Census Tract 347; Kings County; New York,047,034700,3312,1433,35992
36047034800,Census Tract 348; Kings County; New York,047,034800,2491,942,57750
36047034901,Census Tract 349.01; Kings County; New York,047,034901,1996,888,50150
36047034902,Census Tract 349.02; Kings County; New York,047,034902,4013,1658,47444
36047035000,Census Tract 350; Kings County; New York,047,035000,3154,1354,50599
36047035101,Census Tract 351.01; Kings County; New York,047,035101,1885,625,42429
36047035102,Census Tract 351.02; Kings County; New York,047,035102,3179,1109,41250
36047035200,Census Tract 352; Kings County; New York,047,035200,1439,174,12110
36047035301,Census Tract 353.01; Kings County; New York,047,035301,2860,1089,39688
36047035302,Census Tract 353.02; Kings County; New York,047,035302,3304,1576,94663
36047035400,Census Tract 354; Kings County; New York,047,035400,5507,2017,56930
36047035500,Census Tract 355; Kings County; New York,047,035500,5762,2480,54005
36047035601,Census Tract 356.01; Kings County; New York,047,035601,2725,800,30450
36047035602,Census Tract 356.02; Kings County; New York,047,035602,6276,2562,57764
36047035701,Census Tract 357.01; Kings County; New York,047,035701,2550,1034,45296
36047035702,Census Tract 357.02; Kings County; New York,047,035702,0,0,0
36047035900,Census Tract 359; Kings County; New York,047,035900,6127,2836,67264
36047036001,Census Tract 360.01; Kings County; New York,047,036001,3108,1206,28952
36047036002,Census Tract 360.02; Kings County; New York,047,036002,4321,1713,38047
36047036100,Census Tract 361; Kings County; New York,047,036100,3025,735,21398
36047036200,Census Tract 362; Kings County; New York,047,036200,3860,1799,51768
36047036300,Census Tract 363; Kings County; New York,047,036300,5616,2010,34916
36047036400,Census Tract 364; Kings County; New York,047,036400,2216,982,56682
36047036501,Census Tract 365.01; Kings County; New York,047,036501,3528,1359,64531
36047036502,Census Tract 365.02; Kings County; New York,047,036502,1924,663,47279
36047036600,Census Tract 366; Kings County; New York,047,036600,4146,1751,48075
36047036700,Census Tract 367; Kings County; New York,047,036700,1943,939,66410
36047036900,Census Tract 369; Kings County; New York,047,036900,5666,2662,38036
36047037000,Census Tract 370; Kings County; New York,047,037000,4184,1861,79688
36047037100,Census Tract 371; Kings County; New York,047,037100,4935,2530,98281
36047037300,Census Tract 373; Kings County; New York,047,037300,5391,2509,71518
36047037401,Census Tract 374.01; Kings County; New York,047,037401,4602,1638,56667
36047037402,Census Tract 374.02; Kings County; New York,047,037402,5089,2187,57667
36047037500,Census Tract 375; Kings County; New York,047,037500,3711,2024,80268
36047037700,Census Tract 377; Kings County; New York,047,037700,5042,2418,77302
36047037900,Census Tract 379; Kings County; New York,047,037900,4819,1920,49427
36047038100,Census Tract 381; Kings County; New York,047,038100,5497,2735,56909
36047038200,Census Tract 382; Kings County; New York,047,038200,5599,980,20908
36047038300,Census Tract 383; Kings County; New York,047,038300,5250,2774,82286
36047038500,Census Tract 385; Kings County; New York,047,038500,4701,2222,90275
36047038600,Census Tract 386; Kings County; New York,047,038600,3123,1331,90219
36047038700,Census Tract 387; Kings County; New York,047,038700,4632,2192,76150
36047038800,Census Tract 388; Kings County; New York,047,038800,3996,2007,76221
36047038900,Census Tract 389; Kings County; New York,047,038900,3045,1644,83036
36047039000,Census Tract 390; Kings County; New York,047,039000,2456,830,78088
36047039100,Census Tract 391; Kings County; New York,047,039100,4759,2681,96870
36047039200,Census Tract 392; Kings County; New York,047,039200,3351,1359,54276
36047039300,Census Tract 393; Kings County; New York,047,039300,4198,2469,98672
36047039400,Census Tract 394; Kings County; New York,047,039400,1970,557,50139
36047039500,Census Tract 395; Kings County; New York,047,039500,3676,2248,52188
36047039600,Census Tract 396; Kings County; New York,047,039600,2028,878,82868
36047039700,Census Tract 397; Kings County; New York,047,039700,3010,1674,79087
36047039800,Census Tract 398; Kings County; New York,047,039800,3042,1303,81078
36047039900,Census Tract 399; Kings County; New York,047,039900,4434,2215,61543
36047040000,Census Tract 400; Kings County; New York,047,040000,2656,986,56541
36047040100,Census Tract 401; Kings County; New York,047,040100,3507,1829,60750
36047040200,Census Tract 402; Kings County; New York,047,040200,2702,1199,67986
36047040300,Census Tract 403; Kings County; New York,047,040300,4426,2278,86309
36047040400,Census Tract 404; Kings County; New York,047,040400,2641,1299,98482
36047040500,Census Tract 405; Kings County; New York,047,040500,1516,841,66362
36047040600,Census Tract 406; Kings County; New York,047,040600,3973,1917,75885
36047040700,Census Tract 407; Kings County; New York,047,040700,0,0,0
36047040800,Census Tract 408; Kings County; New York,047,040800,3885,1528,90000
36047040900,Census Tract 409; Kings County; New York,047,040900,4068,2065,63626
36047041000,Census Tract 410; Kings County; New York,047,041000,1927,594,57000
36047041100,Census Tract 411; Kings County; New York,047,041100,2925,1498,58377
36047041200,Census Tract 412; Kings County; New York,047,041200,3312,1343,115714
36047041300,Census Tract 413; Kings County; New York,047,041300,3664,2040,86190
36047041401,Census Tract 414.01; Kings County; New York,047,041401,1233,405,52750
36047041402,Census Tract 414.02; Kings County; New York,047,041402,1963,665,45625
36047041500,Census Tract 415; Kings County; New York,047,041500,4906,2760,93211
36047041600,Census Tract 416; Kings County; New York,047,041600,2248,841,62050
36047041700,Census Tract 417; Kings County; New York,047,041700,3400,1454,31250
36047041800,Census Tract 418; Kings County; New York,047,041800,2598,690,53830
36047041900,Census Tract 419; Kings County; New York,047,041900,3588,1578,62656
36047042000,Census Tract 420; Kings County; New York,047,042000,1789,596,82606
36047042100,Census Tract 421; Kings County; New York,047,042100,4421,2415,97250
36047042200,Census Tract 422; Kings County; New York,047,042200,3465,1357,67277
36047042300,Census Tract 423; Kings County; New York,047,042300,4235,2524,95506
36047042400,Census Tract 424; Kings County; New York,047,042400,3946,1571,65278
36047042500,Census Tract 425; Kings County; New York,047,042500,3460,1629,89044
36047042600,Census Tract 426; Kings County; New York,047,042600,4981,2163,77500
36047042700,Census Tract 427; Kings County; New York,047,042700,4672,2753,91750
36047042800,Census Tract 428; Kings County; New York,047,042800,3928,1841,78807
36047042900,Census Tract 429; Kings County; New York,047,042900,5159,2913,67908
36047043000,Census Tract 430; Kings County; New York,047,043000,3944,1691,52652
36047043100,Census Tract 431; Kings County; New York,047,043100,4065,2751,86530
36047043200,Census Tract 432; Kings County; New York,047,043200,4350,2174,81548
36047043300,Census Tract 433; Kings County; New York,047,043300,3455,1467,40000
36047043400,Census Tract 434; Kings County; New York,047,043400,3911,1471,60724
36047043500,Census Tract 435; Kings County; New York,047,043500,4992,2625,82967
36047043600,Census Tract 436; Kings County; New York,047,043600,4901,2516,74197
36047043700,Census Tract 437; Kings County; New York,047,043700,5263,3067,59643
36047043800,Census Tract 438; Kings County; New York,047,043800,2670,1181,70344
36047043900,Census Tract 439; Kings County; New York,047,043900,3390,1511,71471
36047044000,Census Tract 440; Kings County; New York,047,044000,2900,1056,85000
36047044100,Census Tract 441; Kings County; New York,047,044100,5391,2776,63378
36047044200,Census Tract 442; Kings County; New York,047,044200,2575,775,69722
36047044300,Census Tract 443; Kings County; New York,047,044300,4470,2970,94327
36047044400,Census Tract 444; Kings County; New York,047,044400,3294,1274,65500
36047044500,Census Tract 445; Kings County; New York,047,044500,4335,2156,84318
36047044600,Census Tract 446; Kings County; New York,047,044600,1947,897,59464
36047044700,Census Tract 447; Kings County; New York,047,044700,2594,1179,86595
36047044800,Census Tract 448; Kings County; New York,047,044800,1839,785,76364
36047044901,Census Tract 449.01; Kings County; New York,047,044901,3041,1287,55156
36047044902,Census Tract 449.02; Kings County; New York,047,044902,0,0,0
36047045000,Census Tract 450; Kings County; New York,047,045000,837,272,84583
36047045200,Census Tract 452; Kings County; New York,047,045200,2781,1003,71890
36047045300,Census Tract 453; Kings County; New York,047,045300,2253,1043,61420
36047045400,Census Tract 454; Kings County; New York,047,045400,1882,808,88456
36047045600,Census Tract 456; Kings County; New York,047,045600,2207,934,83289
36047045800,Census Tract 458; Kings County; New York,047,045800,1036,370,87708
36047046000,Census Tract 460; Kings County; New York,047,046000,3302,1346,78155
36047046201,Census Tract 462.01; Kings County; New York,047,046201,2448,847,40058
36047046202,Census Tract 462.02; Kings County; New York,047,046202,1923,820,88092
36047046400,Census Tract 464; Kings County; New York,047,046400,2726,723,63654
36047046800,Census Tract 468; Kings County; New York,047,046800,2168,792,39262
36047047000,Census Tract 470; Kings County; New York,047,047000,2662,824,69545
36047047200,Census Tract 472; Kings County; New York,047,047200,3185,699,76833
36047047400,Census Tract 474; Kings County; New York,047,047400,2836,716,61544
36047047600,Census Tract 476; Kings County; New York,047,047600,3508,930,54149
36047047700,Census Tract 477; Kings County; New York,047,047700,3950,2877,176190
36047047800,Census Tract 478; Kings County; New York,047,047800,4248,1631,57228
36047048000,Census Tract 480; Kings County; New York,047,048000,3345,1039,35088
36047048100,Census Tract 481; Kings County; New York,047,048100,3049,1764,103529
36047048200,Census Tract 482; Kings County; New York,047,048200,5856,2499,53301
36047048400,Census Tract 484; Kings County; New York,047,048400,5554,2749,80324
36047048500,Census Tract 485; Kings County; New York,047,048500,2395,1753,106893
36047048600,Census Tract 486; Kings County; New York,047,048600,3223,944,58722
36047048800,Census Tract 488; Kings County; New York,047,048800,4472,1982,72254
36047048900,Census Tract 489; Kings County; New York,047,048900,3465,1211,28503
36047049000,Census Tract 490; Kings County; New York,047,049000,5297,2474,69575
36047049100,Census Tract 491; Kings County; New York,047,049100,6905,2812,41156
36047049200,Census Tract 492; Kings County; New York,047,049200,3105,1449,99444
36047049301,Census Tract 493.01; Kings County; New York,047,049301,2377,520,24153
36047049302,Census Tract 493.02; Kings County; New York,047,049302,5036,2538,51860
36047049400,Census Tract 494; Kings County; New York,047,049400,4939,2394,96791
36047049500,Census Tract 495; Kings County; New York,047,049500,2657,1897,101875
36047049600,Census Tract 496; Kings County; New York,047,049600,3801,1841,71952
36047049700,Census Tract 497; Kings County; New York,047,049700,3235,2210,129489
36047049800,Census Tract 498; Kings County; New York,047,049800,4051,2191,73066
36047049900,Census Tract 499; Kings County; New York,047,049900,2305,1565,101250
36047050001,Census Tract 500.01; Kings County; New York,047,050001,2150,863,113780
36047050002,Census Tract 500.02; Kings County; New York,047,050002,1886,961,117708
36047050100,Census Tract 501; Kings County; New York,047,050100,3092,1888,103846
36047050202,Census Tract 502.02; Kings County; New York,047,050202,2505,1286,93995
36047050300,Census Tract 503; Kings County; New York,047,050300,2745,2152,151250
36047050401,Census Tract 504.01; Kings County; New York,047,050401,2988,1892,139947
36047050402,Census Tract 504.02; Kings County; New York,047,050402,1873,1185,136825
36047050500,Census Tract 505; Kings County; New York,047,050500,4336,2283,70361
36047050600,Census Tract 506; Kings County; New York,047,050600,5970,3147,71316
36047050700,Census Tract 507; Kings County; New York,047,050700,3899,778,54342
36047050801,Census Tract 508.01; Kings County; New York,047,050801,3919,2016,68125
36047050803,Census Tract 508.03; Kings County; New York,047,050803,2880,1617,77625
36047050804,Census Tract 508.04; Kings County; New York,047,050804,6408,3150,98729
36047050900,Census Tract 509; Kings County; New York,047,050900,5532,1291,35333
36047051001,Census Tract 510.01; Kings County; New York,047,051001,4987,1970,57464
36047051002,Census Tract 510.02; Kings County; New York,047,051002,4351,2183,60193
36047051100,Census Tract 511; Kings County; New York,047,051100,4064,2360,72803
36047051200,Census Tract 512; Kings County; New York,047,051200,6576,3755,95236
36047051300,Census Tract 513; Kings County; New York,047,051300,5570,3336,126358
36047051400,Census Tract 514; Kings County; New York,047,051400,7496,4145,93630
36047051500,Census Tract 515; Kings County; New York,047,051500,2805,2092,183056
36047051601,Census Tract 516.01; Kings County; New York,047,051601,5087,2594,63672
36047051602,Census Tract 516.02; Kings County; New York,047,051602,3829,1919,66875
36047051700,Census Tract 517; Kings County; New York,047,051700,2791,1953,191964
36047051800,Census Tract 518; Kings County; New York,047,051800,3368,2010,92098
36047051900,Census Tract 519; Kings County; New York,047,051900,5155,4042,205184
36047052000,Census Tract 520; Kings County; New York,047,052000,3598,1889,118343
36047052300,Census Tract 523; Kings County; New York,047,052300,5236,2792,91111
36047052500,Census Tract 525; Kings County; New York,047,052500,3412,1274,30078
36047052600,Census Tract 526; Kings County; New York,047,052600,4134,1984,83152
36047052700,Census Tract 527; Kings County; New York,047,052700,6518,3365,61563
36047052800,Census Tract 528; Kings County; New York,047,052800,1858,927,120156
36047052900,Census Tract 529; Kings County; New York,047,052900,3026,1219,38690
36047053000,Census Tract 530; Kings County; New York,047,053000,3787,1611,68234
36047053101,Census Tract 531.01; Kings County; New York,047,053101,2137,673,19392
36047053102,Census Tract 531.02; Kings County; New York,047,053102,5991,1520,66487
36047053200,Census Tract 532; Kings County; New York,047,053200,2598,1043,70816
36047053300,Census Tract 533; Kings County; New York,047,053300,6540,1493,27359
36047053400,Census Tract 534; Kings County; New York,047,053400,4827,1705,58800
36047053500,Census Tract 535; Kings County; New York,047,053500,4334,1165,27083
36047053700,Census Tract 537; Kings County; New York,047,053700,4289,942,42143
36047053800,Census Tract 538; Kings County; New York,047,053800,5995,2708,67521
36047053900,Census Tract 539; Kings County; New York,047,053900,2810,818,32321
36047054200,Census Tract 542; Kings County; New York,047,054200,3872,1521,60750
36047054300,Census Tract 543; Kings County; New York,047,054300,0,0,0
36047054400,Census Tract 544; Kings County; New York,047,054400,3975,1694,70927
36047054500,Census Tract 545; Kings County; New York,047,054500,7806,2302,34091
36047054600,Census Tract 546; Kings County; New York,047,054600,5348,2225,60725
36047054700,Census Tract 547; Kings County; New York,047,054700,7650,3011,77279
36047054800,Census Tract 548; Kings County; New York,047,054800,2191,731,83750
36047054900,Census Tract 549; Kings County; New York,047,054900,4781,2994,163269
36047055000,Census Tract 550; Kings County; New York,047,055000,3646,1522,58409
36047055100,Census Tract 551; Kings County; New York,047,055100,5936,3589,120841
36047055200,Census Tract 552; Kings County; New York,047,055200,3645,1863,91731
36047055300,Census Tract 553; Kings County; New York,047,055300,3116,2100,131016
36047055400,Census Tract 554; Kings County; New York,047,055400,4058,1978,70833
36047055500,Census Tract 555; Kings County; New York,047,055500,9578,7191,187115
36047055600,Census Tract 556; Kings County; New York,047,055600,3498,1341,66048
36047055700,Census Tract 557; Kings County; New York,047,055700,1763,1409,117353
36047055800,Census Tract 558; Kings County; New York,047,055800,2438,1179,68994
36047056000,Census Tract 560; Kings County; New York,047,056000,3623,1432,68859
36047056100,Census Tract 561; Kings County; New York,047,056100,3646,2504,146250
36047056200,Census Tract 562; Kings County; New York,047,056200,1904,639,122292
36047056301,Census Tract 563.01; Kings County; New York,047,056301,4454,2719,139760
36047056302,Census Tract 563.02; Kings County; New York,047,056302,1791,982,76908
36047056400,Census Tract 564; Kings County; New York,047,056400,2573,1115,84524
36047056500,Census Tract 565; Kings County; New York,047,056500,3332,2153,113634
36047056600,Census Tract 566; Kings County; New York,047,056600,2430,988,79236
36047056800,Census Tract 568; Kings County; New York,047,056800,1428,672,88661
36047056900,Census Tract 569; Kings County; New York,047,056900,1796,1056,155804
36047057000,Census Tract 570; Kings County; New York,047,057000,3696,1654,77121
36047057100,Census Tract 571; Kings County; New York,047,057100,4014,2642,135188
36047057200,Census Tract 572; Kings County; New York,047,057200,5520,1756,40330
36047057300,Census Tract 573; Kings County; New York,047,057300,2378,1531,106765
36047057400,Census Tract 574; Kings County; New York,047,057400,2653,1364,89125
36047057500,Census Tract 575; Kings County; New York,047,057500,5148,3386,138750
36047057600,Census Tract 576; Kings County; New York,047,057600,2905,1425,81711
36047057800,Census Tract 578; Kings County; New York,047,057800,3066,1245,53939
36047057901,Census Tract 579.01; Kings County; New York,047,057901,1277,756,140781
36047057902,Census Tract 579.02; Kings County; New York,047,057902,0,0,0
36047058000,Census Tract 580; Kings County; New York,047,058000,3655,1591,36984
36047058200,Census Tract 582; Kings County; New York,047,058200,2340,1094,54567
36047058400,Census Tract 584; Kings County; New York,047,058400,3526,1668,71944
36047058600,Census Tract 586; Kings County; New York,047,058600,2455,1132,79143
36047058800,Census Tract 588; Kings County; New York,047,058800,3445,1663,85074
36047058901,Census Tract 589.01; Kings County; New York,047,058901,1772,989,100938
36047058902,Census Tract 589.02; Kings County; New York,047,058902,0,0,0
36047059000,Census Tract 590; Kings County; New York,047,059000,1915,721,72292
36047059100,Census Tract 591; Kings County; New York,047,059100,3987,2509,130372
36047059200,Census Tract 592; Kings County; New York,047,059200,3910,1596,54919
36047059300,Census Tract 593; Kings County; New York,047,059300,2360,1385,106389
36047059402,Census Tract 594.02; Kings County; New York,047,059402,5617,2630,77500
36047059403,Census Tract 594.03; Kings County; New York,047,059403,3066,1359,79148
36047059404,Census Tract 594.04; Kings County; New York,047,059404,4487,2176,76179
36047059600,Census Tract 596; Kings County; New York,047,059600,2344,1109,53212
36047059800,Census Tract 598; Kings County; New York,047,059800,3402,1291,80633
36047060000,Census Tract 600; Kings County; New York,047,060000,6509,3055,94482
36047060600,Census Tract 606; Kings County; New York,047,060600,2721,1599,94722
36047060800,Census Tract 608; Kings County; New York,047,060800,3930,1934,68349
36047061002,Census Tract 610.02; Kings County; New York,047,061002,5248,2352,78468
36047061003,Census Tract 610.03; Kings County; New York,047,061003,1744,677,49010
36047061004,Census Tract 610.04; Kings County; New York,047,061004,5636,2290,38137
36047061200,Census Tract 612; Kings County; New York,047,061200,1065,499,148693
36047061600,Census Tract 616; Kings County; New York,047,061600,1556,538,172462
36047062000,Census Tract 620; Kings County; New York,047,062000,1707,648,87052
36047062200,Census Tract 622; Kings County; New York,047,062200,3003,1053,66313
36047062600,Census Tract 626; Kings County; New York,047,062600,3200,1330,76125
36047062800,Census Tract 628; Kings County; New York,047,062800,4808,2006,108227
36047063200,Census Tract 632; Kings County; New York,047,063200,1491,688,87667
36047063600,Census Tract 636; Kings County; New York,047,063600,1205,574,117237
36047063800,Census Tract 638; Kings County; New York,047,063800,2055,962,87375
36047064000,Census Tract 640; Kings County; New York,047,064000,1708,763,144750
36047064200,Census Tract 642; Kings County; New York,047,064200,2511,879,70625
36047064400,Census Tract 644; Kings County; New York,047,064400,2601,1010,91563
36047064600,Census Tract 646; Kings County; New York,047,064600,2231,723,92394
36047064800,Census Tract 648; Kings County; New York,047,064800,2079,798,115669
36047065000,Census Tract 650; Kings County; New York,047,065000,1362,690,85022
36047065200,Census Tract 652; Kings County; New York,047,065200,1212,467,94643
36047065400,Census Tract 654; Kings County; New York,047,065400,1818,643,124750
36047065600,Census Tract 656; Kings County; New York,047,065600,1784,866,113676
36047065800,Census Tract 658; Kings County; New York,047,065800,1737,707,82917
36047066000,Census Tract 660; Kings County; New York,047,066000,1978,889,142907
36047066200,Census Tract 662; Kings County; New York,047,066200,1347,535,70662
36047066600,Census Tract 666; Kings County; New York,047,066600,0,0,0
36047067000,Census Tract 670; Kings County; New York,047,067000,2707,1351,90272
36047067200,Census Tract 672; Kings County; New York,047,067200,1566,734,79728
36047067400,Census Tract 674; Kings County; New York,047,067400,1993,891,129028
36047067600,Census Tract 676; Kings County; New York,047,067600,2045,952,106833
36047067800,Census Tract 678; Kings County; New York,047,067800,3034,1402,101944
36047068000,Census Tract 680; Kings County; New York,047,068000,1864,898,91625
36047068200,Census Tract 682; Kings County; New York,047,068200,2517,1224,101976
36047068600,Census Tract 686; Kings County; New York,047,068600,1734,864,88194
36047068800,Census Tract 688; Kings County; New York,047,068800,1817,941,89750
36047069000,Census Tract 690; Kings County; New York,047,069000,1737,969,102083
36047069200,Census Tract 692; Kings County; New York,047,069200,2226,1180,96375
36047069601,Census Tract 696.01; Kings County; New York,047,069601,3430,1832,91745
36047069602,Census Tract 696.02; Kings County; New York,047,069602,5220,2682,90917
36047069800,Census Tract 698; Kings County; New York,047,069800,1548,730,138688
36047070000,Census Tract 700; Kings County; New York,047,070000,1427,713,90522
36047070201,Census Tract 702.01; Kings County; New York,047,070201,6460,2535,115144
36047070202,Census Tract 702.02; Kings County; New York,047,070202,14,14,0
36047070203,Census Tract 702.03; Kings County; New York,047,070203,0,0,0
36047070601,Census Tract 706.01; Kings County; New York,047,070601,2748,1176,167857
36047070602,Census Tract 706.02; Kings County; New York,047,070602,0,0,0
36047072000,Census Tract 720; Kings County; New York,047,072000,2042,938,72305
36047072200,Census Tract 722; Kings County; New York,047,072200,2396,1204,54583
36047072400,Census Tract 724; Kings County; New York,047,072400,1954,925,82218
36047072600,Census Tract 726; Kings County; New York,047,072600,2550,1044,98235
36047072800,Census Tract 728; Kings County; New York,047,072800,3899,1595,71218
36047073000,Census Tract 730; Kings County; New York,047,073000,2675,1193,130192
36047073200,Census Tract 732; Kings County; New York,047,073200,2163,908,70250
36047073400,Census Tract 734; Kings County; New York,047,073400,1390,774,96944
36047073600,Census Tract 736; Kings County; New York,047,073600,2927,1441,66213
36047073800,Census Tract 738; Kings County; New York,047,073800,3383,1296,52221
36047074000,Census Tract 740; Kings County; New York,047,074000,3979,1751,64211
36047074200,Census Tract 742; Kings County; New York,047,074200,3075,1208,71940
36047074400,Census Tract 744; Kings County; New York,047,074400,3152,862,155417
36047074600,Census Tract 746; Kings County; New York,047,074600,2328,837,106923
36047074800,Census Tract 748; Kings County; New York,047,074800,1730,677,88958
36047075000,Census Tract 750; Kings County; New York,047,075000,2917,1129,96207
36047075200,Census Tract 752; Kings County; New York,047,075200,1248,403,156513
36047075400,Census Tract 754; Kings County; New York,047,075400,1180,495,138929
36047075600,Census Tract 756; Kings County; New York,047,075600,1999,857,87396
36047075800,Census Tract 758; Kings County; New York,047,075800,1454,459,55061
36047076000,Census Tract 760; Kings County; New York,047,076000,2951,1286,52021
36047076200,Census Tract 762; Kings County; New York,047,076200,4269,1803,52929
36047076400,Census Tract 764; Kings County; New York,047,076400,4311,2206,81071
36047076600,Census Tract 766; Kings County; New York,047,076600,2150,1037,76964
36047076800,Census Tract 768; Kings County; New York,047,076800,3992,1627,71250
36047077000,Census Tract 770; Kings County; New York,047,077000,2698,1508,86768
36047077200,Census Tract 772; Kings County; New York,047,077200,3297,1559,83971
36047077400,Census Tract 774; Kings County; New York,047,077400,3392,1831,86455
36047077600,Census Tract 776; Kings County; New York,047,077600,3664,1635,75335
36047078000,Census Tract 780; Kings County; New York,047,078000,2194,863,110625
36047078200,Census Tract 782; Kings County; New York,047,078200,4087,1638,65183
36047078400,Census Tract 784; Kings County; New York,047,078400,2590,1180,101000
36047078601,Census Tract 786.01; Kings County; New York,047,078601,2543,1360,73322
36047078602,Census Tract 786.02; Kings County; New York,047,078602,2232,970,70060
36047078801,Census Tract 788.01; Kings County; New York,047,078801,2125,1151,56314
36047078802,Census Tract 788.02; Kings County; New York,047,078802,1794,630,61635
36047079001,Census Tract 790.01; Kings County; New York,047,079001,1881,735,106667
36047079002,Census Tract 790.02; Kings County; New York,047,079002,2793,1462,58859
36047079201,Census Tract 792.01; Kings County; New York,047,079201,1376,705,76776
36047079202,Census Tract 792.02; Kings County; New York,047,079202,2351,917,75370
36047079400,Census Tract 794; Kings County; New York,047,079400,2245,929,77153
36047079601,Census Tract 796.01; Kings County; New York,047,079601,3464,1996,69223
36047079602,Census Tract 796.02; Kings County; New York,047,079602,5805,3280,74769
36047079801,Census Tract 798.01; Kings County; New York,047,079801,3238,1675,77214
36047079802,Census Tract 798.02; Kings County; New York,047,079802,4962,3335,92757
36047080000,Census Tract 800; Kings County; New York,047,080000,3571,1952,102431
36047080200,Census Tract 802; Kings County; New York,047,080200,4336,2483,95781
36047080400,Census Tract 804; Kings County; New York,047,080400,3363,1827,56722
36047080600,Census Tract 806; Kings County; New York,047,080600,3591,1909,70954
36047080800,Census Tract 808; Kings County; New York,047,080800,2046,243,12854
36047081000,Census Tract 810; Kings County; New York,047,081000,2484,1419,71607
36047081400,Census Tract 814; Kings County; New York,047,081400,2556,1194,72632
36047081600,Census Tract 816; Kings County; New York,047,081600,2969,1372,100000
36047081800,Census Tract 818; Kings County; New York,047,081800,4190,2037,71464
36047082000,Census Tract 820; Kings County; New York,047,082000,5429,2936,55000
36047082200,Census Tract 822; Kings County; New York,047,082200,7977,4228,81484
36047082400,Census Tract 824; Kings County; New York,047,082400,5355,2604,54900
36047082600,Census Tract 826; Kings County; New York,047,082600,4529,2168,76181
36047082800,Census Tract 828; Kings County; New York,047,082800,3790,2053,70380
