station_complex_id,name,borough,lat,lon,lines,num_lines,total_ridership,avg_ridership_per_hour,pop_density_tract,median_income,commuters_tract,population_500m,bus_stops_250m,bus_stops_500m
360,Pelham Bay Park,Bronx,40.852463,-73.82812,6,1,26389,19.29,0.0,0,0,0,13,18
43,Parkside Av,Brooklyn,40.655293,-73.961494,Q,1,25956,26.87,0.0,0,0,0,10,24
292,Fulton St,Brooklyn,40.68712,-73.97537,G,1,25823,21.2,0.0,0,0,0,7,29
298,207 St,Manhattan,40.86462,-73.91882,1,1,25801,19.77,0.0,0,0,0,2,3
22,Rector St,Manhattan,40.70722,-74.01334,"R,W",2,25795,22.29,0.0,0,0,0,12,47
183,Rockaway Av,Brooklyn,40.67834,-73.91195,C,1,25576,19.67,0.0,0,0,0,9,30
96,Kosciuszko St,Brooklyn,40.69334,-73.92882,J,1,25558,20.08,0.0,0,0,0,15,32
59,9 Av,Brooklyn,40.646294,-73.99432,D,1,25414,19.93,0.0,0,0,0,4,8
365,Castle Hill Av,Bronx,40.834255,-73.85122,6,1,25315,18.4,0.0,0,0,0,5,12
20,City Hall,Manhattan,40.713284,-74.00698,"R,W",2,25287,21.89,0.0,0,0,0,30,49
339,Bergen St,Brooklyn,40.68083,-73.9751,"2,3",2,25232,19.98,0.0,0,0,0,12,34
109,Fresh Pond Rd,Queens,40.706184,-73.895874,M,1,25126,20.25,0.0,0,0,0,5,13
211,Bedford Park Blvd,Bronx,40.873245,-73.88714,"B,D",2,25031,18.47,0.0,0,0,0,6,22
192,Rockaway Blvd,Queens,40.680428,-73.84386,A,1,24932,24.42,0.0,0,0,0,7,25
39,Bay Ridge-95 St,Brooklyn,40.616623,-74.030876,R,1,24821,18.75,0.0,0,0,0,8,26
37,77 St,Brooklyn,40.62974,-74.02551,R,1,24739,19.03,0.0,0,0,0,7,23
430,Simpson St,Bronx,40.824074,-73.89307,"2,5",2,24261,18.15,0.0,0,0,0,7,24
152,135 St,Manhattan,40.817894,-73.94765,"C,B",2,23732,18.34,0.0,0,0,0,11,28
94,Halsey St,Brooklyn,40.68637,-73.91656,J,1,23528,18.94,0.0,0,0,0,9,22
325,Canal St,Manhattan,40.722855,-74.00628,1,1,23433,20.27,0.0,0,0,0,5,12
74,18 Av,Brooklyn,40.62067,-73.99042,N,1,23292,18.33,0.0,0,0,0,5,18
67,20 Av,Brooklyn,40.604557,-73.99817,D,1,23288,18.27,0.0,0,0,0,5,18
291,Clinton-Washington Avs,Brooklyn,40.688087,-73.96684,G,1,23261,20.51,0.0,0,0,0,10,23
369,Elder Av,Bronx,40.828583,-73.87916,6,1,23154,17.78,0.0,0,0,0,4,10
258,Briarwood,Queens,40.70918,-73.82057,"E,F",2,23100,17.61,0.0,0,0,0,5,11
288,Myrtle-Willoughby Avs,Brooklyn,40.69457,-73.94904,G,1,23052,20.42,0.0,0,0,0,3,16
368,Morrison Av-Soundview,Bronx,40.82952,-73.87452,6,1,22894,17.27,0.0,0,0,0,7,16
290,Classon Av,Brooklyn,40.688873,-73.96007,G,1,22890,19.24,0.0,0,0,0,7,24
46,Cortelyou Rd,Brooklyn,40.640926,-73.96389,Q,1,22778,23.8,0.0,0,0,0,0,10
195,Ozone Park-Lefferts Blvd,Queens,40.68595,-73.8258,A,1,22734,25.57,0.0,0,0,0,8,29
352,New Lots Av,Brooklyn,40.666237,-73.88408,3,1,22695,16.86,0.0,0,0,0,9,16
212,Kingsbridge Rd,Bronx,40.866978,-73.89351,"B,D",2,22691,16.95,0.0,0,0,0,6,20
182,Ralph Av,Brooklyn,40.67882,-73.920784,C,1,22627,17.34,0.0,0,0,0,9,23
64,71 St,Brooklyn,40.61959,-73.99886,D,1,22388,17.81,0.0,0,0,0,0,4
130,Wilson Av,Brooklyn,40.688763,-73.904045,L,1,22092,18.08,0.0,0,0,0,2,14
107,Broad St,Manhattan,40.706474,-74.011055,"J,Z",2,22047,24.36,0.0,0,0,0,10,51
385,176 St,Bronx,40.84848,-73.9118,4,1,21979,16.53,0.0,0,0,0,5,24
156,103 St,Manhattan,40.796093,-73.96146,"C,B",2,21905,17.59,0.0,0,0,0,6,17
615,New Utrecht Av,Brooklyn,40.626472,-73.99635,N,1,21896,16.99,0.0,0,0,0,4,11
380,Bedford Park Blvd-Lehman College,Bronx,40.873413,-73.89006,4,1,21815,16.49,0.0,0,0,0,7,21
383,183 St,Bronx,40.858406,-73.90388,4,1,21768,15.98,0.0,0,0,0,0,10
348,Rockaway Av,Brooklyn,40.662548,-73.90894,3,1,21564,16.27,0.0,0,0,0,6,13
83,Woodhaven Blvd,Queens,40.69388,-73.85158,"J,Z",2,21367,16.07,0.0,0,0,0,11,19
448,Mets-Willets Point,Queens,40.754623,-73.84563,7,1,21358,16.63,0.0,0,0,0,4,6
217,170 St,Bronx,40.839306,-73.9134,"B,D",2,21310,16.21,0.0,0,0,0,12,24
357,Beverly Rd,Brooklyn,40.6451,-73.94896,"2,5",2,21262,16.56,0.0,0,0,0,4,15
296,Marble Hill-225 St,Manhattan,40.87456,-73.90983,1,1,21214,16.37,0.0,0,0,0,1,3
280,Jamaica-Van Wyck,Queens,40.702564,-73.81686,E,1,20895,16.57,0.0,0,0,0,12,23
145,190 St,Manhattan,40.85902,-73.93418,A,1,20861,16.15,0.0,0,0,0,4,10
75,20 Av,Brooklyn,40.61741,-73.98502,N,1,20794,17.8,0.0,0,0,0,0,13
376,Brook Av,Bronx,40.807568,-73.91924,6,1,20649,15.79,0.0,0,0,0,4,10
463,Hunters Point Av,Queens,40.742214,-73.94891,7,1,20556,17.42,0.0,0,0,0,3,16
373,E 149 St,Bronx,40.81212,-73.9041,6,1,19935,14.97,0.0,0,0,0,6,12
110,Forest Av,Queens,40.704422,-73.903076,M,1,19918,17.49,0.0,0,0,0,8,36
257,Sutphin Blvd,Queens,40.70546,-73.81071,F,1,19849,15.06,0.0,0,0,0,7,24
347,Saratoga Av,Brooklyn,40.661453,-73.91633,3,1,19820,15.34,0.0,0,0,0,15,30
432,Prospect Av,Bronx,40.819584,-73.90177,"2,5",2,19781,15.36,0.0,0,0,0,5,20
209,Far Rockaway-Mott Av,Queens,40.603996,-73.7554,A,1,19732,14.51,0.0,0,0,0,5,8
286,Broadway,Brooklyn,40.706093,-73.95031,G,1,19645,17.54,0.0,0,0,0,11,21
50,Avenue M,Brooklyn,40.61762,-73.9594,Q,1,19564,21.57,0.0,0,0,0,6,19
386,Mt Eden Av,Bronx,40.844433,-73.91469,4,1,19543,15.1,0.0,0,0,0,1,15
69,25 Av,Brooklyn,40.597706,-73.98683,D,1,19412,15.52,0.0,0,0,0,11,24
294,238 St,Bronx,40.884666,-73.90087,1,1,19193,15.49,0.0,0,0,0,4,6
428,174 St,Bronx,40.837288,-73.88773,"2,5",2,19140,14.58,0.0,0,0,0,3,12
53,Neck Rd,Brooklyn,40.595245,-73.95516,Q,1,19108,16.29,0.0,0,0,0,0,11
427,West Farms Sq-E Tremont Av,Bronx,40.840294,-73.88005,"2,5",2,19034,14.46,0.0,0,0,0,8,17
49,Avenue J,Brooklyn,40.62504,-73.9608,Q,1,18916,19.89,0.0,0,0,0,4,21
149,163 St-Amsterdam Av,Manhattan,40.836014,-73.939896,C,1,18841,14.56,0.0,0,0,0,4,15
238,Smith-9 Sts,Brooklyn,40.67358,-73.99596,"F,G",2,18696,15.16,0.0,0,0,0,1,8
108,Middle Village-Metropolitan Av,Queens,40.711395,-73.8896,M,1,18633,15.11,0.0,0,0,0,3,11
344,Kingston Av,Brooklyn,40.6694,-73.94216,3,1,18600,14.96,0.0,0,0,0,5,20
78,Avenue U,Brooklyn,40.597473,-73.97913,N,1,18293,14.58,0.0,0,0,0,4,15
416,Wakefield-241 St,Bronx,40.903126,-73.85062,2,1,18149,13.9,0.0,0,0,0,3,4
214,182-183 Sts,Bronx,40.856094,-73.90074,"B,D",2,18111,13.93,0.0,0,0,0,2,13
31,25 St,Brooklyn,40.660397,-73.99809,R,1,18044,14.8,0.0,0,0,0,3,15
113,Knickerbocker Av,Brooklyn,40.698666,-73.91971,M,1,18042,15.61,0.0,0,0,0,7,24
189,Grant Av,Brooklyn,40.677044,-73.86505,A,1,18027,20.46,0.0,0,0,0,3,16
444,Gun Hill Rd,Bronx,40.869526,-73.84638,5,1,17916,14.61,0.0,0,0,0,3,13
363,Westchester Sq-E Tremont Av,Bronx,40.839893,-73.84295,6,1,17733,13.93,0.0,0,0,0,5,10
45,Beverley Rd,Brooklyn,40.64403,-73.96449,Q,1,17728,19.04,0.0,0,0,0,0,8
60,Fort Hamilton Pkwy,Brooklyn,40.640915,-73.9943,D,1,17548,14.53,0.0,0,0,0,1,12
114,Central Av,Brooklyn,40.697857,-73.9274,M,1,17424,15.74,0.0,0,0,0,10,29
6,39 Av-Dutch Kills,Queens,40.75288,-73.932755,"N,W",2,17268,15.34,0.0,0,0,0,8,12
423,Allerton Av,Bronx,40.865463,-73.867355,"2,5",2,17149,13.34,0.0,0,0,0,6,11
99,Lorimer St,Brooklyn,40.70387,-73.94741,"M,J",2,16950,14.22,0.0,0,0,0,7,36
250,Kings Hwy,Brooklyn,40.603218,-73.97236,F,1,16933,13.91,0.0,0,0,0,3,6
343,Nostrand Av,Brooklyn,40.669846,-73.95046,3,1,16706,13.44,0.0,0,0,0,7,30
391,138 St-Grand Concourse,Bronx,40.813225,-73.92985,"4,5",2,16596,12.82,0.0,0,0,0,2,14
216,174-175 Sts,Bronx,40.8459,-73.91013,"B,D",2,16551,12.83,0.0,0,0,0,6,11
350,Pennsylvania Av,Brooklyn,40.664635,-73.8949,3,1,16427,12.69,0.0,0,0,0,6,19
198,Howard Beach-JFK Airport,Queens,40.660477,-73.8303,A,1,16323,13.2,0.0,0,0,0,5,14
134,Sutter Av,Brooklyn,40.66937,-73.90198,L,1,16169,12.5,0.0,0,0,0,5,21
245,18 Av,Brooklyn,40.629753,-73.976974,F,1,16043,13.16,0.0,0,0,0,6,19
367,St Lawrence Av,Bronx,40.83151,-73.867615,6,1,15989,12.71,0.0,0,0,0,3,18
85,75 St-Elderts Ln,Queens,40.691322,-73.86714,"J,Z",2,15979,13.08,0.0,0,0,0,0,0
244,Ditmas Av,Brooklyn,40.63612,-73.97817,F,1,15966,13.1,0.0,0,0,0,1,2
361,Buhre Av,Bronx,40.84681,-73.832565,6,1,15905,13.35,0.0,0,0,0,2,9
418,233 St,Bronx,40.893192,-73.857475,"2,5",2,15862,12.15,0.0,0,0,0,5,10
136,New Lots Av,Brooklyn,40.658733,-73.89923,L,1,15734,11.91,0.0,0,0,0,5,12
268,65 St,Queens,40.74967,-73.89845,"M,R",2,15573,13.11,0.0,0,0,0,0,12
87,Crescent St,Brooklyn,40.683193,-73.87379,"J,Z",2,15475,11.9,0.0,0,0,0,7,18
272,36 St,Queens,40.75204,-73.92878,"M,R",2,15458,13.54,0.0,0,0,0,5,13
100,Hewes St,Brooklyn,40.70687,-73.95343,"M,J",2,15444,12.82,0.0,0,0,0,7,25
353,President St-Medgar Evers College,Brooklyn,40.667885,-73.95068,"2,5",2,15291,12.68,0.0,0,0,0,5,31
372,Longwood Av,Bronx,40.816105,-73.89644,6,1,15254,12.41,0.0,0,0,0,7,10
442,Eastchester-Dyre Av,Bronx,40.8883,-73.83083,5,1,15206,12.96,0.0,0,0,0,5,14
260,75 Av,Queens,40.71833,-73.837326,"E,F",2,15109,12.69,0.0,0,0,0,5,9
433,Jackson Av,Bronx,40.81649,-73.90781,"2,5",2,14824,13.03,0.0,0,0,0,0,11
429,Freeman St,Bronx,40.829994,-73.89187,"2,5",2,14646,11.74,0.0,0,0,0,4,26
190,80 St,Queens,40.67937,-73.85899,A,1,14352,16.75,0.0,0,0,0,2,13
436,Harlem-148 St,Manhattan,40.82388,-73.93647,3,1,14231,11.59,0.0,0,0,0,4,22
56,Ocean Pkwy,Brooklyn,40.576313,-73.9685,Q,1,13965,11.93,0.0,0,0,0,7,24
61,50 St,Brooklyn,40.63626,-73.99479,D,1,13922,11.97,0.0,0,0,0,5,17
82,104 St,Queens,40.69518,-73.84433,"J,Z",2,12746,10.73,0.0,0,0,0,5,12
131,Bushwick Av-Aberdeen St,Brooklyn,40.68283,-73.90525,L,1,12662,11.52,0.0,0,0,0,0,10
70,Bay 50 St,Brooklyn,40.58884,-73.983765,D,1,12504,10.9,0.0,0,0,0,4,10
437,145 St,Manhattan,40.82042,-73.93625,3,1,12397,10.5,0.0,0,0,0,6,13
48,Avenue H,Brooklyn,40.62927,-73.96164,Q,1,12369,13.71,0.0,0,0,0,0,13
419,225 St,Bronx,40.888023,-73.860344,"2,5",2,12326,9.85,0.0,0,0,0,5,8
375,Cypress Av,Bronx,40.805367,-73.91404,6,1,12319,10.8,0.0,0,0,0,4,8
135,Livonia Av,Brooklyn,40.66404,-73.90057,L,1,12234,9.91,0.0,0,0,0,3,9
111,Seneca Av,Queens,40.702763,-73.90774,M,1,12209,11.54,0.0,0,0,0,13,37
220,155 St,Manhattan,40.830135,-73.93821,"B,D",2,12191,9.99,0.0,0,0,0,8,15
445,Pelham Pkwy,Bronx,40.858986,-73.85536,5,1,12107,11.06,0.0,0,0,0,7,12
103,Bowery,Manhattan,40.72028,-73.99391,"J,Z",2,12069,14.72,0.0,0,0,0,3,22
287,Flushing Av,Brooklyn,40.70038,-73.95023,G,1,12069,11.48,0.0,0,0,0,3,19
137,East 105 St,Brooklyn,40.650574,-73.89948,L,1,11981,9.54,0.0,0,0,0,0,9
248,Avenue N,Brooklyn,40.61514,-73.9742,F,1,11962,10.6,0.0,0,0,0,6,14
93,Chauncey St,Brooklyn,40.68289,-73.91045,"J,Z",2,11771,10.62,0.0,0,0,0,12,30
417,Nereid Av,Bronx,40.89838,-73.85438,"2,5",2,11663,9.51,0.0,0,0,0,8,10
446,Morris Park,Bronx,40.854362,-73.8605,5,1,11569,11.19,0.0,0,0,0,0,8
443,Baychester Av,Bronx,40.878662,-73.83859,5,1,11551,9.98,0.0,0,0,0,0,14
187,Shepherd Av,Brooklyn,40.67413,-73.88075,C,1,11425,9.33,0.0,0,0,0,0,12
138,Canarsie-Rockaway Pkwy,Brooklyn,40.646652,-73.90185,L,1,11376,9.47,0.0,0,0,0,8,24
186,Van Siclen Av,Brooklyn,40.67271,-73.89036,C,1,11365,9.41,0.0,0,0,0,0,21
57,W 8 St-NY Aquarium,Brooklyn,40.576126,-73.97594,"F,Q",2,11354,10.16,0.0,0,0,0,4,23
297,215 St,Manhattan,40.869446,-73.915276,1,1,11162,9.73,0.0,0,0,0,2,3
90,Van Siclen Av,Brooklyn,40.678024,-73.891685,"J,Z",2,11089,9.58,0.0,0,0,0,4,20
252,Avenue X,Brooklyn,40.58962,-73.97425,F,1,11084,9.26,0.0,0,0,0,6,16
349,Junius St,Brooklyn,40.663513,-73.90245,3,1,11032,8.9,0.0,0,0,0,3,10
150,155 St,Manhattan,40.830517,-73.94151,C,1,11021,9.3,0.0,0,0,0,7,20
80,121 St,Queens,40.700493,-73.82829,"J,Z",2,10995,8.92,0.0,0,0,0,7,20
79,86 St,Brooklyn,40.59272,-73.97823,N,1,10993,9.47,0.0,0,0,0,6,16
81,111 St,Queens,40.69742,-73.83634,J,1,10849,8.97,0.0,0,0,0,9,27
249,Avenue P,Brooklyn,40.608944,-73.97302,F,1,10613,9.45,0.0,0,0,0,0,0
88,Norwood Av,Brooklyn,40.68141,-73.880035,"J,Z",2,10513,8.89,0.0,0,0,0,3,9
185,Liberty Av,Brooklyn,40.67454,-73.896545,C,1,10338,8.68,0.0,0,0,0,6,23
351,Van Siclen Av,Brooklyn,40.665447,-73.8894,3,1,10227,8.7,0.0,0,0,0,4,22
420,219 St,Bronx,40.883896,-73.86263,"2,5",2,10050,8.54,0.0,0,0,0,1,5
422,Burke Av,Bronx,40.871357,-73.867165,"2,5",2,9990,8.37,0.0,0,0,0,0,2
431,Intervale Av,Bronx,40.82218,-73.896736,"2,5",2,9734,8.71,0.0,0,0,0,4,27
364,Zerega Av,Bronx,40.836487,-73.84704,6,1,9683,8.65,0.0,0,0,0,0,5
191,88 St,Queens,40.679844,-73.85147,A,1,9666,12.33,0.0,0,0,0,0,8
251,Avenue U,Brooklyn,40.59606,-73.97336,F,1,9450,8.22,0.0,0,0,0,4,8
89,Cleveland St,Brooklyn,40.679947,-73.884636,J,1,9389,8.18,0.0,0,0,0,3,15
204,Beach 67 St,Queens,40.590927,-73.79692,A,1,9097,7.78,0.0,0,0,0,5,10
91,Alabama Av,Brooklyn,40.67699,-73.89865,J,1,8868,7.46,0.0,0,0,0,12,22
133,Atlantic Av,Brooklyn,40.675346,-73.9031,L,1,8827,7.81,0.0,0,0,0,3,20
362,Middletown Rd,Bronx,40.843864,-73.83632,6,1,8678,7.89,0.0,0,0,0,1,8
84,85 St-Forest Pkwy,Queens,40.692436,-73.86001,J,1,8503,7.71,0.0,0,0,0,0,0
425,Bronx Park East,Bronx,40.848827,-73.868454,"2,5",2,8336,7.66,0.0,0,0,0,4,10
282,21 St,Queens,40.744064,-73.94972,G,1,8160,9.47,0.0,0,0,0,7,22
370,Whitlock Av,Bronx,40.826527,-73.886284,6,1,8033,7.08,0.0,0,0,0,5,17
194,111 St,Queens,40.68433,-73.83216,A,1,7937,10.7,0.0,0,0,0,7,21
62,55 St,Brooklyn,40.631435,-73.995476,D,1,7564,7.17,0.0,0,0,0,7,22
253,Neptune Av,Brooklyn,40.581013,-73.97457,F,1,7413,7.29,0.0,0,0,0,5,11
141,Park Pl,Brooklyn,40.67477,-73.95763,S,1,7300,7.38,0.0,0,0,0,5,29
246,Avenue I,Brooklyn,40.62532,-73.97613,F,1,6762,6.25,0.0,0,0,0,6,14
205,Beach 60 St,Queens,40.592373,-73.78852,A,1,6755,5.98,0.0,0,0,0,4,11
193,104 St,Queens,40.68171,-73.837685,A,1,6227,8.76,0.0,0,0,0,5,13
208,Beach 25 St,Queens,40.600067,-73.76135,A,1,6115,5.91,0.0,0,0,0,0,2
374,E 143 St-St Mary's St,Bronx,40.80872,-73.90765,6,1,5747,6.55,0.0,0,0,0,0,5
247,Bay Pkwy,Brooklyn,40.62077,-73.975266,F,1,5268,5.4,0.0,0,0,0,2,5
207,Beach 36 St,Queens,40.595398,-73.76817,A,1,3303,3.72,0.0,0,0,0,4,9
86,Cypress Hills,Brooklyn,40.68994,-73.87255,J,1,3302,4.07,0.0,0,0,0,4,10
203,Rockaway Park-Beach 116 St,Queens,40.580902,-73.835594,"A,S",2,3155,3.56,0.0,0,0,0,4,9
206,Beach 44 St,Queens,40.59294,-73.77602,A,1,3144,3.49,0.0,0,0,0,0,7
197,Aqueduct-N Conduit Av,Queens,40.668236,-73.83406,A,1,3002,4.88,0.0,0,0,0,3,8
502,Tompkinsville,Staten Island,40.636948,-74.07484,SIR,1,2722,3.49,0.0,0,0,0,9,19
196,Aqueduct Racetrack,Queens,40.672096,-73.83592,A,1,2698,3.55,0.0,0,0,0,4,8
200,Beach 90 St,Queens,40.588036,-73.813644,"A,S",2,2693,3.43,0.0,0,0,0,6,11
201,Beach 98 St,Queens,40.585308,-73.82056,"A,S",2,1550,2.7,0.0,0,0,0,5,9
199,Broad Channel,Queens,40.608383,-73.815926,"A,S",2,1218,2.45,0.0,0,0,0,0,5
202,Beach 105 St,Queens,40.58321,-73.82756,"A,S",2,970,2.53,0.0,0,0,0,4,7
